json_file	key	lang	old_value	new_value
translation.json	paragraph1	hun	A Szlovák-karszt egyik legkiterjedtebb és legjelentősebb barlangrendszere a Szilicei-fennsík déli részén, a magyar államhatár közelében található. A Domica-barlang teljes hossza az Aggteleki-karsztban található Baradla-barlanggal együtt meghaladja a 30 km-t. Világos wettersteini mészkőben alakult ki a Styx föld alatti vízfolyásának és mellékágainak eróziós tevékenysége révén.	A Domica-barlang a több mint 30 km hosszú Domica–Baradla barlangrendszer része, amely két ország területére terjed ki, és amelyen keresztülhalad az államhatár. A barlang a Szilicei-fennsík délnyugati részén, világos Wettersteini mészkőben alakult ki a Styx földalatti folyó és a Domica-patak eróziós hatásának eredményeként.
translation.json	paragraph2	svk	Domicu objavil Ján Majko v roku 1926, verejnosti je sprístupnená od roku 1932. Mimoriadnu kultúrnu hodnotu tejto jaskyne predstavujú početné archeologické nálezy a nástenné maľby z obdobia praveku, ktoré ostali po zavalení vstupného vchodu zakonzervované až do objavenia jaskyne. Ide o najbohatšie nálezisko predmetov z obdobia bukovohorskej kultúry na území Slovenska.	Jaskyňu Domica objavil Ján Majko v roku 1926, verejnosti je sprístupnená od roku 1932. Mimoriadnu kultúrnu hodnotu tejto jaskyne predstavujú početné archeologické nálezy a nástenné maľby, najmä z mladšej doby kamennej, ktoré ostali po zavalení vstupného vchodu zakonzervované až do objavenia jaskyne. Ide o najbohatšie nálezisko predmetov z obdobia bukovohorskej kultúry na území Slovenska.
translation.json	paragraph2	eng	Domica was discovered by Ján Majko in 1926 and has been open to the public since 1932. The cave has exceptional cultural value thanks to numerous archaeological finds and prehistoric wall paintings, which remained preserved after the entrance collapsed until the cave was discovered. It is the richest site of artifacts of the Bükk culture in Slovakia.	Domica Cave was discovered by Ján Majko in 1926 and has been open to the public since 1932. Its exceptional cultural value lies in numerous archaeological finds and wall paintings, mainly from the Neolithic period, which were preserved after the original entrance became blocked and remained intact until the cave’s discovery.\nIt represents the richest site of Bükk culture artefacts in Slovakia.
translation.json	paragraph2	hun	A Domicát Ján Majko fedezte fel 1926-ban, és 1932 óta látogatható a nagyközönség számára. Különleges kulturális értékét a számos őskori régészeti lelet és falfestmény adja, amelyek a bejárat beomlása után konzerválódtak egészen a barlang felfedezéséig. Ez a Bükk-kultúra emlékeinek leggazdagabb lelőhelye Szlovákia területén.	A Domica-barlangot Ján Majko fedezte fel 1926-ban, a nyilvánosság számára 1932 nyitották meg. A barlang rendkívüli kulturális értékét a számos őskori régészeti lelet és falfestmény adja, amelyek a bejárat beomlása után a barlang felfedezéséig érintetlenül megmaradtak. A Domica-barlang a bükki kultúra leggazdagabb lelőhelye Szlovákia területén.
translation.json	paragraph3	svk	Charakteristická je bohatou výzdobou s jedinečnými sintrovými kaskádami, štítmi a bubnami, veľkou početnosťou jazierok druhov živočíchov, zároveň je dôležitým zimoviskom 16 druhov netopierov. Ako jediná z jaskýň svetového dedičstva je zároveň Ramsarskou lokalitou – podzemnou mokraďou medzinárodného významu. Pre návštevníkov je raritou možnosť plavby v člnoch podzemným tokom Styx.	Charakteristická je bohatou výzdobou s jedinečnými sintrovými kaskádami, štítmi a bubnami, veľkou početnosťou endemických druhov živočíchov a zároveň je dôležitým zimoviskom 16 druhov netopierov. Ako jediná z jaskýň svetového dedičstva je zároveň Ramsarskou lokalitou – podzemnou mokraďou medzinárodného významu. Pre návštevníkov je raritou možnosť plavby v člnoch podzemným tokom Styx v čase priaznivej hydrologickej situácie.
translation.json	paragraph3	eng	It is characterized by rich decoration with unique sinter cascades, shields and drum-shaped formations, numerous small lakes and diverse cave fauna, while also serving as an important wintering site for 16 bat species. As the only cave on the World Heritage list, it is also a Ramsar site — an underground wetland of international importance. A special attraction for visitors is the possibility of a boat ride on the underground Styx stream.	It is distinguished by its rich decoration, featuring unique flowstone cascades, shields, and drums, as well as a high diversity of endemic animal species. The cave also serves as an important hibernation site for 16 species of bats.\nAs the only cave within the World Heritage site, it is also designated as a Ramsar site—a wetland of international importance.\nA rare visitor experience is the opportunity to take a boat trip along the underground Styx River, when hydrological conditions allow.
translation.json	paragraph3	hun	A barlangot gazdag cseppkődíszítés, egyedülálló cseppkőkaskádok, pajzsok és dobformák, valamint sok kis tó és változatos élővilág jellemzi, egyben 16 denevérfaj fontos telelőhelye. A világörökségi barlangok közül egyedüliként Ramsari terület is – nemzetközi jelentőségű föld alatti vizes élőhely. A látogatók számára különlegesség a Styx föld alatti ágán történő csónakázás lehetősége.	Jellegzetessége a gazdag cseppkődíszítés, amely egyedülálló cseppkő-kaskádokkal, cseppkőpajzsokkal és cseppkődobokkal büszkélkedhet, valamint az endemikus állatfajok nagy száma, emellett 16 denevérfaj fontos telelőhelye. A világörökséghez tartozó barlangok közül egyedüliként Ramsari terület is – nemzetközi jelentőségű földalatti vizes élőhely. A látogatók számára ritka élményt jelent a Styx földalatti patakon való csónakázás.
translation.json	dobsinskaPageTitle	svk	Dobšinská ľadová jaskyňa	Dobšinská ľadová jaskyňa
translation.json	dobsinskaPageTitle	eng	Dobšinská Ice Cave	Dobšinská ľadová jaskyňa
translation.json	dobsinskaPageTitle	hun	Dobsinai jégbarlang	Dobsinai-jégbarlang
translation.json	dobsinskaParagraph1	svk	Objemom ľadu viac ako 110 000 m³ jedna z najvýznamnejších ľadových jaskýň sveta. Tvorí súčasť rozsiahlejšieho systému Stratenskej jaskyne. Vytvorená bola v strednotriasových steinalmských a wettersteinských vápencoch podzemnými tokmi rieky Hnilec v juhozápadnej časti Národného parku Slovenský raj.	S viac ako 110 000 m³ ľadu patrí k jaskyniam s najväčším objemom ľadu na svete. Tvorí súčasť rozsiahlejšieho systému Stratenskej jaskyne. Vytvorená bola v strednotriasových steinalmských a wettersteinských vápencoch podzemnými tokmi rieky Hnilec v juhozápadnej časti Národného parku Slovenský raj.
translation.json	dobsinskaParagraph1	eng	With more than 110,000 m³ of ice, it is one of the most important ice caves in the world. It is part of the larger Stratenská Cave system. It was formed in Middle Triassic Steinalm and Wetterstein limestones by underground streams of the Hnilec River in the southwestern part of the Slovak Paradise National Park.	With more than 110,000 m³ of ice, it ranks among the caves with the largest ice volume in the world. It forms part of the extensive Stratenská Cave system.\nThe cave was formed in Middle Triassic Steinalm and Wetterstein limestones by underground streams of the Hnilec River, in the southwestern part of the Slovak Paradise National Park.
translation.json	dobsinskaParagraph1	hun	Több mint 110 000 m³ jégtömegével a világ egyik legjelentősebb jégbarlangja. A Stratenai-barlangrendszer része. A középső triász kori steinalmi és wettersteini mészkövekben alakult ki a Hnilec folyó föld alatti vízfolyásai által a Szlovák Paradicsom Nemzeti Park délnyugati részén.	Több mint 110 000 m³ jégtömegével a világ legnagyobb jégtömegű barlangjai közé tartozik. A Sztracenai-barlang kiterjedt rendszerének része. A Hnilec folyó földalatti vízfolyásai alakították ki a középső triász korszakbeli Steinalmi és Wettersteini mészkövekben, a Szlovák Paradicsom Nemzeti Park délnyugati részében.
translation.json	dobsinskaParagraph2	svk	Jaskyňu objavila v roku 1870 skupina z Dobšinej pod vedením Eugena Ruffinyho. Už o rok neskôr sa ju podarilo sprístupniť a koncom 19. storočia bola jednou z prvých elektricky osvetlených jaskýň na svete. V tomto období bola častým cieľom návštevníkov, vrátane viacerých významných svetových osobností a organizovali sa v nej letné korčuľovania. Súčasťou svetového prírodného dedičstva sa stala v roku 2000 po rozšírení pôvodnej nominácie. Z celkovej dĺžky jaskyne 1 491 m tvorí dĺžka sprístupnenej časti 475 m.	Jaskyňu objavila v roku 1870 skupina z Dobšinej pod vedením Eugena Ruffinyiho. Už o rok neskôr sa ju podarilo sprístupniť a koncom 19. storočia bola jednou z prvých elektricky osvetlených jaskýň na svete. V tomto období bola častým cieľom návštevníkov, vrátane viacerých významných svetových osobností a organizovali sa v nej letné korčuľovania. Súčasťou Svetového prírodného dedičstva sa stala v roku 2000 po rozšírení pôvodnej nominácie. Pre návštevníkov je sprístupnených 475 m.
translation.json	dobsinskaParagraph2	eng	The cave was discovered in 1870 by a group from Dobšiná led by Eugen Ruffiny. Just one year later it was opened to the public, and by the end of the 19th century it became one of the first electrically lit caves in the world. During this period it was a popular destination, visited by many notable personalities, and even summer ice skating events were held there. It became part of the World Natural Heritage in 2000 after the original nomination was extended. Of the total length of 1,491 m, 475 m is accessible.	The cave was discovered in 1870 by a group from Dobšiná led by Eugen Ruffinyi. Just a year later, it was opened to the public, and by the end of the 19th century it had become one of the first electrically lit caves in the world.\nAt that time, it was a popular destination for visitors, including notable figures from across the world, and even hosted summer ice skating events.\nIt became part of the UNESCO World Natural Heritage in 2000, following an extension of the original inscription. Today, 475 metres of the cave are accessible to visitors.
translation.json	dobsinskaParagraph2	hun	A barlangot 1870-ben fedezte fel egy dobsinai csoport Eugen Ruffiny vezetésével. Már egy évvel később megnyitották a látogatók előtt, és a 19. század végén a világ egyik első elektromosan megvilágított barlangja volt. Ebben az időszakban sok látogatót vonzott, köztük jelentős világszemélyiségeket, és nyári korcsolyázásokat is rendeztek benne. 2000-ben, a jelölés bővítése után a világörökség részévé vált. A barlang teljes hossza 1 491 m, ebből 475 m látogatható.	A barlangot 1870-ben fedezte fel egy Dobsinából érkezett, Ruffinyi Jenő által vezetett csoport. Már egy évvel később sikerült látogathatóvá tenni, és a 19. század végén a világ egyik első villanyvilágítású barlangja volt. Ebben az időszakban gyakori célpontja volt a látogatóknak, köztük számos korabeli jelentős személyiség is meglátogatta és nyári korcsolyázásokat is szerveztek benne. 2000-ben, az eredeti jelölés kiterjesztése után vált a világörökség részévé. A barlang teljes hosszából 475 m látogatható.
translation.json	dobsinskaParagraph3	svk	Mohutná dutina vzniknutá preborením stropov jaskyne bola v období štvrtohôr zaľadnená zamŕzaním presakujúcich zrážkových vôd. Vznikla tak rozsiahla výplň vo forme podlahového ľadu, ľadopádov a ľadových stalagmitov. Významné zimovisko vzácnych druhov netopierov, zistila sa tu prítomnosť až 12 druhov.	Mohutná dutina, vzniknutá preborením stropov jaskyne, bola v období štvrtohôr zaľadnená zamŕzaním presakujúcich zrážkových vôd. Vznikla tak rozsiahla výplň vo forme podlahového ľadu, ľadopádov a ľadových stalagmitov. Ide o významné zimovisko vzácnych druhov netopierov, zistená bola prítomnosť až 12 druhov.
translation.json	dobsinskaParagraph3	eng	The massive cavity formed by the collapse of the cave ceiling was filled with ice during the Quaternary period due to the freezing of infiltrating precipitation water. This created extensive ice formations including floor ice, icefalls, and ice stalagmites. It is an important wintering site for rare bat species, with up to 12 species recorded.	A large chamber, formed by the collapse of cave ceilings, became glaciated during the Quaternary period as percolating precipitation water froze. This process created an extensive ice fill in the form of floor ice, icefalls, and ice stalagmites.\nThe cave also serves as an important hibernation site for rare bat species, with up to 12 species recorded.
translation.json	dobsinskaParagraph3	hun	A hatalmas üreg a barlang mennyezetének beszakadásával jött létre, majd a negyedidőszakban a beszivárgó csapadékvizek megfagyásával jegesedett el. Így alakult ki a kiterjedt jégtakaró, jégzuhatagok és jégsztalagmitok. Jelentős telelőhely ritka denevérfajok számára, ahol akár 12 faj jelenlétét is kimutatták.	A barlang mennyezetének beomlásával keletkezett hatalmas üreg a kvartér időszakban a beszivárgó csapadékvíz befagyásával jégtakaróval borult be. Így jött létre egy kiterjedt kitöltés padlójég, jégcsapok és jégcsapok formájában. Ez egy jelentős telelőhely ritka denevérfajok számára, akár 12 faj jelenlétét is megállapították.
translation.json	dobsinskaInfoLengthValue	svk	1 483 m	1 491 m
translation.json	dobsinskaInfoLengthValue	eng	1,483 m	1 491 m
translation.json	dobsinskaInfoLengthValue	hun	1 483 m	1 491 m
translation.json	dobsinskaInfoTempValue	svk	−3,9 až +0,2 °C	−3,9 až 0,2 °C 
translation.json	dobsinskaInfoTempValue	eng	−3.9 to +0.2 °C	−3,9 – 0,2 °C
translation.json	dobsinskaInfoTempValue	hun	−3,9 – +0,2 °C	-3,9 – 0,2 °C
translation.json	dobsinskaInfoIceVolumeLabel	eng	Volume of ice in the cave	Maximum ice thickness
translation.json	dobsinskaInfoIceVolumeLabel	hun	A jég térfogata a barlangban	A jég mennyisége a barlangban
translation.json	dobsinskaInfoIceVolumeValue	eng	110,100 m³	110 100 m³
translation.json	gombaseckaPageTitle	svk	Gombasecká jaskyňa	Gombasecká jaskyňa
translation.json	gombaseckaPageTitle	eng	Gombasek Cave	Gombasecká jaskyňa
translation.json	gombaseckaParagraph1	svk	Nachádza sa v západnej časti Silickej planiny približne 2 km južne od obce Slavec. Vznikla činnosťou Čierneho potoka v druhohorných vápencoch Silickej planiny. Spolu s blízkou Silickou ľadnicou je súčasťou rozsiahleho Silicko-gombaseckého jaskynného systému, ktorého väčšia časť je zatiaľ neznáma.	Nachádza sa v západnej časti Silickej planiny približne 2 km južne od obce Slavec. Vznikla činnosťou Čierneho potoka v druhohorných vápencoch Silickej planiny. Spolu s blízkou Silickou ľadnicou je súčasťou rozsiahleho silicko-gombaseckého podzemného hydrologického systému, ktorého väčšia časť je zatiaľ neznáma.
translation.json	gombaseckaParagraph1	eng	It is located in the western part of the Silica Plateau, about 2 km south of the village of Slavec. It was formed by the activity of the Čierny Potok stream in the Mesozoic limestones of the Silica Plateau. Together with the nearby Silica Ice Cave, it is part of the extensive Silica–Gombasek cave system, most of which still remains unknown.	It is located in the western part of the Silica Plateau, approximately 2 km south of the village of Slavec. The cave was formed by the activity of the Čierny Potok stream in Mesozoic limestones of the Silická Plateau.\nTogether with the nearby Silica Ice Cave, it forms part of the extensive Silica–Gombasek underground hydrological system, most of which remains unexplored.
translation.json	gombaseckaParagraph1	hun	A Szilicei-fennsík nyugati részén található, mintegy 2 km-re délre Szalóc községtől. A Fekete-patak tevékenysége alakította ki a Szilicei-fennsík mészkövében. A közeli Szilicsei-jégbarlanggal együtt a kiterjedt Szilice–gombaszögi barlangrendszer része, amelynek nagyobb része ma még ismeretlen.	A Szilicei-fennsík nyugati részén, Szalóctól körülbelül 2 km-re délre található. A fennsík középidői mészköveiben a Fekete-patak eróziós hatásának eredményeként alakult ki. A közeli Szilicei-jégbarlanggal együtt a kiterjedt Szilicei–Gombaszögi földalatti hidrológiai rendszer részét képezi, amelynek nagy része egyelőre ismeretlen.
translation.json	gombaseckaParagraph2	svk	Gombasecká jaskyňa bola prvým významným objavom skupiny dobrovoľných jaskyniarov z Rožňavy. Objavitelia pod vedením Viliama Rozložníka, Ladislava Herényiho st. a Štefana Rodu prehĺbili riečisko Čiernej vyvieračky a po znížení hladiny vody sa 21. novembra 1951 dostali do podzemných priestorov s bohatou výzdobou. Pre návštevníkov je sprístupnená od mája 1955. V lete 2016 došlo k objavu nových priestorov, z aktuálnej celkovej dĺžky 3 027 m je sprístupnených 285 m.	Gombasecká jaskyňa bola prvým významným objavom skupiny dobrovoľných jaskyniarov z Rožňavy a v tom čase aj najväčšou úlohou Slovenskej speleologickej spoločnosti. Objavitelia pod vedením Viliama Rozložníka, Ladislava Herényiho st. a Štefana Rodu prehĺbili riečisko Čiernej vyvieračky a po znížení hladiny vody sa 21. novembra 1951 dostali do podzemných priestorov s bohatou výzdobou. Pre návštevníkov je sprístupnená od mája 1955. V lete 2016 došlo k objavu nových priestorov, z celkovej dĺžky je sprístupnených 285 m.
translation.json	gombaseckaParagraph2	eng	Gombasek Cave was the first major discovery of a group of volunteer cavers from Rožňava. The discoverers, led by Viliam Rozložník, Ladislav Herényi Sr., and Štefan Roda, deepened the bed of the Čierna Vyvieračka spring, and after the water level dropped, they entered richly decorated underground spaces on 21 November 1951. The cave has been open to visitors since May 1955. In the summer of 2016, new spaces were discovered, and of the current total length of 3,027 m, 285 m are accessible to the public.	Gombasek Cave was the first major discovery of a group of volunteer speleologists from Rožňava and, at the time, one of the key projects of the Slovak Speleological Society.\nUnder the leadership of Viliam Rozložník, Ladislav Herényi Sr., and Štefan Roda, the explorers deepened the channel of the Čierna Vyvieračka spring, and after lowering the water level, they entered richly decorated underground spaces on 21 November 1951.\nThe cave has been open to the public since May 1955. In the summer of 2016, new passages were discovered; today, 285 metres of the cave are accessible to visitors.
translation.json	gombaseckaParagraph2	hun	A Gombaszögi-barlang a rozsnyói önkéntes barlangkutatók csoportjának első jelentős felfedezése volt. A Viliam Rozložník, id. Ladislav Herényi és Štefan Roda vezette felfedezők kimélyítették a Fekete-forrás medrét, és a vízszint csökkenése után 1951. november 21-én jutottak be a gazdagon díszített föld alatti terekbe. A látogatók számára 1955 májusa óta van megnyitva. 2016 nyarán új járatokat fedeztek fel, a jelenlegi 3 027 m teljes hosszúságból 285 m látogatható.	A Gombaszögi-barlang volt a rozsnyói önkéntes barlangász csoportj első jelentős felfedezése és akkoriban a Szlovák Speleológiai Társaság legnagyobb feladata is. A felfedezők Viliam Rozložník, id. Herényi László és Roda István vezetésével elmélyítették a Fekete-forrás folyómedrét, és a vízszint csökkenése után 1951. november 21-én jutottak be a gazdagon díszített földalatti termekbe. 1955 májusa óta látogatható. 2016 nyarán új részeket fedeztek fel, a barlang teljes hosszából 285 m látogatható.
translation.json	gombaseckaParagraph3	svk	Vyniká mimoriadnou farebnosťou výzdoby, jedinečné sú tenké biele sintrové brčká, ktoré dosahujú dĺžku až 3 m pri hrúbke len 2–3 mm. Unikátom je prítomnosť jaskynného živočícha, mnohonôžky rodu Typhloiulus sp., ktorá je najväčším pravým jaskynným živočíchom žijúcim v slovenských jaskyniach. Vďaka priaznivým účinkom jaskynnej klímy bola od roku 1968 ako prvá jaskyňa na území Slovenska využívaná pri liečbe chorôb dýchacích ciest, pri jaskyni fungovalo aj speleolaboratórium.	Vyniká mimoriadnou farebnosťou výzdoby, jedinečné sú tenké biele sintrové brčká, ktoré dosahujú dĺžku až 3 m pri hrúbke len 2 – 3 mm. Unikátom je prítomnosť jaskynného živočícha – mnohonôžky rodu Typhloiulus sp., ktorá je najväčším pravým jaskynným živočíchom žijúcim v slovenských jaskyniach.
translation.json	gombaseckaParagraph3	eng	It stands out for the extraordinary colorfulness of its decoration; especially unique are the thin white soda-straw formations, reaching up to 3 m in length while being only 2–3 mm thick. Another rarity is the presence of the cave-dwelling millipede of the genus Typhloiulus, the largest true cave animal living in Slovak caves. Thanks to the beneficial effects of the cave climate, from 1968 it became the first cave in Slovakia used for the treatment of respiratory diseases, and a speleolaboratory also operated there.	The cave stands out for the remarkable colouration of its decoration; particularly notable are the slender white soda straws, which can reach up to 3 metres in length while measuring only 2–3 mm in diameter.\nA unique feature is the presence of the cave-dwelling millipede Typhloiulus sp., the largest true cave animal found in Slovak caves.
translation.json	gombaseckaParagraph3	hun	A barlang rendkívüli színgazdagságú képződményeiről híres, különlegesek a vékony fehér szalmacseppkövek, amelyek hossza akár a 3 m-t is elérheti, miközben vastagságuk csupán 2–3 mm. Különlegessége a Typhloiulus nemzetséghez tartozó soklábú jelenléte is, amely a szlovákiai barlangok legnagyobb valódi barlangi állata. A barlangi klíma kedvező hatásai miatt 1968-tól ez volt Szlovákia első barlangja, amelyet légúti betegségek kezelésére használtak, és itt speleolaboratórium is működött.	Kiemelkedő színességű díszítésével tűnik ki, egyedülállóak a vékony, fehér szalmacseppkővek, amelyek hossza eléri a 3 métert, vastagságuk pedig mindössze 2–3 mm. Egyedülálló a barlangi állat, a Typhloiulus sp. nemzetségbe tartozó százlábú jelenléte, amely a legnagyobb igazi barlangi állat a szlovák barlangokban.
translation.json	gombaseckaInfoLengthValue	svk	1 525 m	3 027 m
translation.json	gombaseckaInfoLengthValue	eng	1,525 m	3,027 m
translation.json	gombaseckaInfoLengthValue	hun	1 525 m	3 027 m
translation.json	jasovskaPageTitle	svk	Jasovská jaskyňa	Jasovská jaskyňa
translation.json	jasovskaPageTitle	eng	Jasov Cave	Jasovská jaskyňa
translation.json	jasovskaParagraph1	svk	Rozsiahla viacúrovňová jaskyňa s bohatou kvapľovou výzdobou vytvorená v strednotriasových gutensteinských dolomitoch a svetlých steinalmských vápencoch a dolomitoch. Nachádza sa na okraji obce Jasov v severovýchodnej časti Národného parku Slovenský kras v masíve Jasovskej skaly.	Labyrint siení, dómov a chodieb s dĺžkou takmer 4 km v Jasovskej skale s bohatou kvapľovou výzdobou, vytvorený v strednotriasových gutensteinských dolomitoch a svetlých steinalmských vápencoch a dolomitoch. Nachádza sa na okraji obce Jasov v severovýchodnej časti Národného parku Slovenský kras.
translation.json	jasovskaParagraph1	eng	An extensive multi-level cave with rich dripstone decoration, formed in Middle Triassic Gutenstein dolomites and light Steinalm limestones and dolomites. It is located on the edge of the village of Jasov in the northeastern part of the Slovak Karst National Park, in the Jasov Rock massif.	A labyrinth of halls, domes, and passages with a total length of almost 4 km, located in the Jasovská Rock and richly decorated with speleothems.\nThe cave was formed in Middle Triassic Gutenstein dolomites and light Steinalm limestones and dolomites, on the edge of the village of Jasov in the northeastern part of the Slovak Karst National Park.
translation.json	jasovskaParagraph1	hun	Kiterjedt, többszintes barlang gazdag cseppkődíszítéssel, amely középső triász kori gutensteini dolomitokban, valamint világos steinalmi mészkövekben és dolomitokban alakult ki. Jászó község szélén található, a Szlovák-karszt Nemzeti Park északkeleti részén, a Jászói-szikla tömbjében.	A Jászói sziklában található, csaknem 4 km hosszú, gazdag cseppkődíszítéssel rendelkező folyosók, termek és járatok labirintusa, amely a középső triász kori Gutensteini dolomitokban, valamint a világos színű Steinalmi mészkövekben és dolomitokban alakult ki. Jászó település szélén, a Szlovák-karszt Nemzeti Park északkeleti részén található.
translation.json	jasovskaParagraph2	svk	Početné archeologické nálezy dokazujú jej praveké osídlenie, v jaskyni sa našli okrem pozostatkov bukovohorskej kultúry aj predmety z halštatskej a rímskej doby. V stredoveku a novoveku počas období vojen a povstaní viackrát poslúžila pre okolitých obyvateľov ako úkryt. O dlhodobej prítomnosti človeka svedčí množstvo historických nápisov a kresieb, najstarší datovaný nápis pochádza z roku 1452. Prvýkrát sprístupnená v roku 1846 jasovskými premonštrátmi, opätovné sprístupnenie, podrobnejší výskum a vybudovanie elektrického osvetlenia jaskyne bolo realizované v medzivojnovom období. Z celkovo známej dĺžky jaskyne 2 811 m je v súčasnosti sprístupnených 550 m.	Početné archeologické nálezy dokazujú jej praveké osídlenie. V jaskyni sa okrem pozostatkov bukovohorskej kultúry našli aj predmety z halštatskej a rímskej doby. V stredoveku a novoveku, počas období vojen a povstaní, viackrát poslúžila okolitým obyvateľom ako úkryt. O dlhodobej prítomnosti človeka svedčí množstvo historických nápisov a kresieb; najstarší datovaný nápis pochádza z roku 1452.
translation.json	jasovskaParagraph2	eng	Numerous archaeological finds prove its prehistoric settlement; in addition to remains of the Bükk culture, objects from the Hallstatt and Roman periods were also found in the cave. During the Middle Ages and modern era, in times of wars and uprisings, it repeatedly served as a shelter for local inhabitants. Long-term human presence is evidenced by many historical inscriptions and drawings, the oldest dated inscription coming from the year 1452. It was first opened to the public in 1846 by the Premonstratensians of Jasov; its reopening, more detailed exploration, and installation of electric lighting were carried out in the interwar period. Of the cave’s total known length of 2,811 m, 550 m is currently accessible.	Numerous archaeological finds attest to prehistoric settlement of the cave. In addition to remains of the Bükk culture, artefacts from the Hallstatt period and the Roman era have also been discovered.\nDuring the Middle Ages and the early modern period, particularly in times of wars and uprisings, the cave repeatedly served as a refuge for local inhabitants.\nThe long-term human presence is evidenced by numerous historical inscriptions and drawings; the oldest dated inscription comes from 1452.
translation.json	jasovskaParagraph2	hun	Számos régészeti lelet bizonyítja őskori lakottságát; a barlangban a bükki kultúra maradványai mellett hallstatt kori és római kori tárgyakat is találtak. A középkorban és az újkorban háborúk és felkelések idején többször is menedékként szolgált a környék lakói számára. Az ember hosszú távú jelenlétét számos történelmi felirat és rajz bizonyítja, a legrégebbi keltezett felirat 1452-ből származik. Először 1846-ban tették látogathatóvá a jászói premontreiek, az újbóli megnyitás, a részletesebb kutatás és az elektromos világítás kiépítése a két világháború közötti időszakban valósult meg. A barlang teljes ismert hosszából, amely 2 811 m, jelenleg 550 m látogatható.	Számos régészeti lelet bizonyítja, hogy a barlangot már az őskorban lakták. A barlangban a bükki kultúra maradványai mellett a hallstatti és a római korszakból származó tárgyakat is találtak. A középkorban és az újkorban, a háborúk és felkelések idején többször is menedékként szolgált a környék lakói számára. Az ember hosszú távú jelenlétét számos történelmi felirat és rajz tanúsítja, a legrégebbi felirat 1452-ből származik.
translation.json	jasovskaParagraph3	svk	Významné zimovisko netopierov, zistená bola prítomnosť 19 druhov. Nájdené tu boli kostrové pozostatky jaskynného medveďa a jaskynnej hyeny. Okrem turistického využitia je využívaná aj pri speleoterapii.	Prvýkrát bola sprístupnená v roku 1846 jasovskými premonštrátmi. Opätovné sprístupnenie, podrobnejší výskum a vybudovanie elektrického osvetlenia jaskyne boli realizované v medzivojnovom období. Z celkovej známej dĺžky je v súčasnosti sprístupnených 550 m.
translation.json	jasovskaParagraph3	eng	It is an important wintering site for bats, with the presence of 19 species recorded. Skeletal remains of the cave bear and cave hyena were also found here. Besides tourism, it is also used for speleotherapy.	The cave was first opened to the public in 1846 by the Premonstratensian monks of Jasov. It was later reopened, further explored, and equipped with electric lighting during the interwar period.\nOf the total known length 550 metres are currently accessible to visitors.
translation.json	jasovskaParagraph3	hun	Jelentős denevértelelőhely, ahol 19 faj jelenlétét mutatták ki. Itt találták meg a barlangi medve és a barlangi hiéna csontmaradványait is. A turisztikai hasznosítás mellett speleoterápiára is használják.	Már 1846-ban lett először megnyitva a látogatók számára a jászói premonstrei rend által. A barlang újbóli megnyitását, a részletesebb kutatásokat és a villanyvilágítás kiépítését a két világháború közötti időszakban hajtották végre. A barlang ismert hosszából jelenleg 550 méter látogatható.
translation.json	jasovskaInfoLengthValue	svk	2 811 m	3 924 m
translation.json	jasovskaInfoLengthValue	eng	2,811 m	3,924 m
translation.json	jasovskaInfoLengthValue	hun	2 811 m	3 924 m
translation.json	krasnohorskaPageTitle	svk	Krásnohorská jaskyňa	Krásnohorská jaskyňa
translation.json	krasnohorskaPageTitle	eng	Krásnohorská Cave	Krásnohorská jaskyňa
translation.json	krasnohorskaPageTitle	hun	Krásnohorská-barlang	Buzgó-barlang
translation.json	krasnohorskaParagraph1	svk	Aktívna riečna jaskyňa vytvorená podzemným tokom Buzgó a jeho prítokmi, ktoré odvodňujú severnú časť najrozsiahlejšej planiny Slovenského krasu. Vznikla na mieste výraznej tektonickej poruchy v gutensteinských dolomitoch, sčasti v svetlosivých steinalmských vápencoch, na severnom úpätí Silickej planiny, v blízkosti obce Krásnohorská Dlhá Lúka.	Aktívna riečna jaskyňa, vytvorená podzemným tokom Buzgó a jeho prítokmi, ktoré odvodňujú severnú časť najrozsiahlejšej planiny Slovenského krasu. Vznikla na mieste výraznej tektonickej poruchy v gutensteinských dolomitoch, sčasti aj v svetlosivých steinalmských vápencoch, na severnom úpätí Silickej planiny v blízkosti obce Krásnohorská Dlhá Lúka.
translation.json	krasnohorskaParagraph1	eng	An active river cave formed by the underground stream Buzgó and its tributaries, which drain the northern part of the largest plateau of the Slovak Karst. It originated along a significant tectonic fault in Gutenstein dolomites, partly in light grey Steinalm limestones, at the northern foot of the Silica Plateau, near the village of Krásnohorská Dlhá Lúka.	An active river cave formed by the underground Buzgó stream and its tributaries, which drain the northern part of the largest plateau of the Slovak Karst.\nIt was developed along a major tectonic fault in Gutenstein dolomites and partly in light grey Steinalm limestones, at the northern foothills of the Silica Plateau near Krásnohorská Dlhá Lúka village.
